0.63023-0.45704i	0.63085-0.45237i	0.63148-0.44771i	0.6321-0.44304i	0.63273-0.43838i	0.63335-0.43371i	0.63383-0.42893i	0.63414-0.42404i	0.63446-0.41915i	0.63477-0.41425i	0.63508-0.40936i	0.6354-0.40446i	0.63544-0.39938i	0.63544-0.39427i
-0.18039+0.13082i	-0.18462+0.11664i	-0.18886+0.10246i	-0.1931+0.088279i	-0.19734+0.074097i	-0.20157+0.059915i	-0.20577+0.045702i	-0.20991+0.031454i	-0.21406+0.017206i	-0.2182+0.0029585i	-0.22235-0.011289i	-0.22649-0.025537i	-0.23055-0.039807i	-0.23459-0.05408i
-0.16771+0.13483i	-0.17176+0.12088i	-0.17581+0.10692i	-0.17985+0.092961i	-0.1839+0.079003i	-0.18795+0.065046i	-0.19195+0.05106i	-0.19591+0.037044i	-0.19987+0.023028i	-0.20382+0.009012i	-0.20778-0.0050039i	-0.21173-0.01902i	-0.2156-0.033052i	-0.21945-0.047086i
-0.1563+0.13871i	-0.16011+0.12497i	-0.16392+0.11123i	-0.16773+0.097487i	-0.17154+0.083745i	-0.17535+0.070003i	-0.17911+0.056236i	-0.18282+0.042443i	-0.18653+0.02865i	-0.19024+0.014857i	-0.19396+0.0010638i	-0.19767-0.012729i	-0.20129-0.026532i	-0.20489-0.040336i
-0.14577+0.14252i	-0.14928+0.12897i	-0.1528+0.11542i	-0.15631+0.10187i	-0.15982+0.088325i	-0.16334+0.074776i	-0.1668+0.061206i	-0.17021+0.047613i	-0.17362+0.03402i	-0.17703+0.020427i	-0.18044+0.0068337i	-0.18385-0.0067593i	-0.18717-0.020357i	-0.19047-0.033955i
-0.13607+0.14622i	-0.13923+0.13282i	-0.14239+0.11943i	-0.14556+0.10603i	-0.14872+0.092637i	-0.15188+0.079243i	-0.15499+0.065829i	-0.15805+0.052396i	-0.1611+0.038963i	-0.16416+0.02553i	-0.16721+0.012097i	-0.17026-0.0013359i	-0.17321-0.014769i	-0.17615-0.028202i
-0.12745+0.14994i	-0.13022+0.13664i	-0.13299+0.12335i	-0.13576+0.11005i	-0.13852+0.096755i	-0.14129+0.083459i	-0.144+0.070147i	-0.14665+0.056816i	-0.1493+0.043485i	-0.15195+0.030154i	-0.1546+0.016823i	-0.15725+0.0034923i	-0.15978-0.009836i	-0.16231-0.023164i
-0.1203+0.15422i	-0.12264+0.14095i	-0.12498+0.12769i	-0.12732+0.11442i	-0.12966+0.10115i	-0.132+0.087883i	-0.13428+0.074599i	-0.13649+0.061297i	-0.1387+0.047996i	-0.14091+0.034694i	-0.14312+0.021392i	-0.14533+0.0080902i	-0.14742-0.0052081i	-0.1495-0.018506i
-0.11479+0.16004i	-0.11669+0.14672i	-0.11859+0.1334i	-0.12049+0.12008i	-0.1224+0.10676i	-0.1243+0.093442i	-0.12613+0.080104i	-0.12789+0.066748i	-0.12964+0.053392i	-0.1314+0.040035i	-0.13316+0.026679i	-0.13492+0.013323i	-0.13655-3.1252e-05i	-0.13816-0.013385i
-0.11062+0.1687i	-0.11209+0.15524i	-0.11356+0.14179i	-0.11503+0.12833i	-0.1165+0.11488i	-0.11798+0.10142i	-0.11937+0.087943i	-0.12069+0.074445i	-0.122+0.060947i	-0.12332+0.04745i	-0.12464+0.033952i	-0.12595+0.020454i	-0.12713+0.0069548i	-0.12829-0.0065448i
-0.10679+0.18154i	-0.10786+0.16787i	-0.10894+0.1542i	-0.11001+0.14052i	-0.11109+0.12685i	-0.11216+0.11318i	-0.11316+0.099484i	-0.11406+0.085762i	-0.11497+0.07204i	-0.11588+0.058318i	-0.11679+0.044596i	-0.11769+0.030874i	-0.11846+0.017144i	-0.1192+0.0034126i
-0.10158+0.19958i	-0.10231+0.18562i	-0.10304+0.17166i	-0.10377+0.15771i	-0.1045+0.14375i	-0.10523+0.12979i	-0.10588+0.11581i	-0.10643+0.10179i	-0.10699+0.087771i	-0.10754+0.073753i	-0.1081+0.059735i	-0.10865+0.045717i	-0.10905+0.031683i	-0.10943+0.017645i
-0.092698+0.22312i	-0.093155+0.20883i	-0.093612+0.19453i	-0.09407+0.18024i	-0.094527+0.16595i	-0.094984+0.15165i	-0.095351+0.13732i	-0.095623+0.12296i	-0.095894+0.10859i	-0.096165+0.094218i	-0.096436+0.079849i	-0.096707+0.06548i	-0.096817+0.051083i	-0.096904+0.036681i
-0.077646+0.25152i	-0.077907+0.23685i	-0.078168+0.22219i	-0.078429+0.20753i	-0.078689+0.19287i	-0.07895+0.17821i	-0.079118+0.1635i	-0.079187+0.14874i	-0.079256+0.13399i	-0.079325+0.11923i	-0.079394+0.10448i	-0.079462+0.089724i	-0.079365+0.074926i	-0.079244+0.060123i
-0.054139+0.28308i	-0.054284+0.26803i	-0.054429+0.25299i	-0.054574+0.23795i	-0.05472+0.2229i	-0.054865+0.20786i	-0.054916+0.19276i	-0.054867+0.1776i	-0.054818+0.16244i	-0.054769+0.14729i	-0.05472+0.13213i	-0.054671+0.11697i	-0.054454+0.10176i	-0.054213+0.086532i
-0.020571+0.31521i	-0.02068+0.29979i	-0.020788+0.28436i	-0.020897+0.26894i	-0.021006+0.25352i	-0.021114+0.23809i	-0.02113+0.22261i	-0.021046+0.20705i	-0.020963+0.19149i	-0.020879+0.17594i	-0.020796+0.16038i	-0.020712+0.14482i	-0.020461+0.12919i	-0.020188+0.11354i
0.02363+0.34474i	0.023484+0.32896i	0.023337+0.31318i	0.023191+0.29739i	0.023044+0.28161i	0.022898+0.26583i	0.022841+0.24997i	0.022881+0.23403i	0.02292+0.21809i	0.022959+0.20215i	0.022999+0.18621i	0.023038+0.17027i	0.023239+0.15424i	0.023463+0.13819i
0.077834+0.36843i	0.077582+0.35232i	0.077329+0.3362i	0.077077+0.32009i	0.076824+0.30397i	0.076572+0.28786i	0.076403+0.27166i	0.076325+0.25537i	0.076247+0.23908i	0.076169+0.22279i	0.076091+0.20649i	0.076013+0.1902i	0.076088+0.1738i	0.076184+0.15738i
0.14027+0.38342i	0.13985+0.36701i	0.13943+0.35061i	0.139+0.3342i	0.13858+0.3178i	0.13816+0.30139i	0.13782+0.28489i	0.13756+0.26829i	0.13729+0.25168i	0.13703+0.23508i	0.13677+0.21847i	0.1365+0.20187i	0.13638+0.18514i	0.13628+0.16838i
0.20829+0.38771i	0.20764+0.37106i	0.207+0.35441i	0.20635+0.33776i	0.2057+0.32111i	0.20505+0.30446i	0.20447+0.2877i	0.20396+0.27083i	0.20345+0.25397i	0.20295+0.2371i	0.20244+0.22023i	0.20193+0.20336i	0.20154+0.18635i	0.20117+0.16932i
0.27882+0.38037i	0.2779+0.36353i	0.27697+0.34669i	0.27604+0.32985i	0.27512+0.31301i	0.27419+0.29617i	0.27332+0.27922i	0.27251+0.26215i	0.27169+0.24508i	0.27088+0.22801i	0.27007+0.21094i	0.26926+0.19387i	0.26855+0.17664i	0.26785+0.15939i
0.34884+0.3616i	0.34758+0.34464i	0.34633+0.32768i	0.34508+0.31072i	0.34383+0.29376i	0.34257+0.2768i	0.34136+0.25973i	0.3402+0.24252i	0.33903+0.22532i	0.33786+0.20812i	0.3367+0.19092i	0.33553+0.17372i	0.33444+0.15635i	0.33337+0.13896i
0.41579+0.33254i	0.41417+0.31554i	0.41255+0.29854i	0.41094+0.28154i	0.40932+0.26454i	0.4077+0.24754i	0.40611+0.23042i	0.40455+0.21317i	0.40299+0.19592i	0.40143+0.17867i	0.39987+0.16142i	0.39831+0.14418i	0.3968+0.12675i	0.3953+0.10931i
0.47791+0.29492i	0.4759+0.27797i	0.47389+0.26102i	0.47188+0.24407i	0.46987+0.22712i	0.46786+0.21017i	0.46587+0.1931i	0.46388+0.1759i	0.4619+0.15871i	0.45992+0.14151i	0.45794+0.12431i	0.45595+0.10711i	0.454+0.089742i	0.45205+0.072345i
0.53428+0.25061i	0.53187+0.23382i	0.52946+0.21703i	0.52705+0.20023i	0.52465+0.18344i	0.52224+0.16665i	0.51983+0.14974i	0.51742+0.1327i	0.515+0.11566i	0.51259+0.098626i	0.51018+0.081588i	0.50777+0.06455i	0.50536+0.04734i	0.50295+0.030105i
0.58472+0.20131i	0.58193+0.18478i	0.57914+0.16826i	0.57635+0.15174i	0.57356+0.13521i	0.57077+0.11869i	0.56796+0.10205i	0.56513+0.085286i	0.56231+0.068524i	0.55949+0.051761i	0.55666+0.034999i	0.55384+0.018237i	0.55099+0.0013071i	0.54814-0.015646i
0.62953+0.14821i	0.6264+0.13207i	0.62327+0.11592i	0.62014+0.099779i	0.61701+0.083634i	0.61388+0.067489i	0.61071+0.051235i	0.60752+0.034864i	0.60433+0.018493i	0.60114+0.0021213i	0.59794-0.01425i	0.59475-0.030621i	0.59151-0.047151i	0.58826-0.063704i
0.66912+0.091979i	0.66572+0.076317i	0.66232+0.060655i	0.65892+0.044993i	0.65552+0.029331i	0.65212+0.013669i	0.64867-0.0020949i	0.64518-0.017968i	0.64169-0.033842i	0.63821-0.049715i	0.63472-0.065588i	0.63123-0.081462i	0.62767-0.097482i	0.6241-0.11352i
0.7037+0.032817i	0.70013+0.017724i	0.69656+0.0026315i	0.69298-0.012461i	0.68941-0.027554i	0.68584-0.042646i	0.68221-0.057832i	0.67852-0.073118i	0.67484-0.088404i	0.67115-0.10369i	0.66747-0.11898i	0.66378-0.13426i	0.66001-0.14968i	0.65622-0.16512i
0.73311-0.029258i	0.72949-0.043719i	0.72586-0.05818i	0.72223-0.072641i	0.7186-0.087102i	0.71497-0.10156i	0.71128-0.11611i	0.70752-0.13074i	0.70376-0.14537i	0.69999-0.16001i	0.69623-0.17464i	0.69247-0.18928i	0.6886-0.20403i	0.68471-0.21879i
0.75677-0.094115i	0.75322-0.10791i	0.74967-0.12171i	0.74612-0.13551i	0.74256-0.1493i	0.73901-0.1631i	0.73538-0.17697i	0.73168-0.19092i	0.72797-0.20486i	0.72426-0.21881i	0.72056-0.23276i	0.71685-0.24671i	0.71301-0.26075i	0.70916-0.27481i
0.77384-0.16125i	0.7705-0.17438i	0.76715-0.18751i	0.76381-0.20065i	0.76046-0.21378i	0.75712-0.22691i	0.75369-0.24011i	0.75018-0.25337i	0.74666-0.26662i	0.74315-0.27988i	0.73963-0.29314i	0.73612-0.3064i	0.73246-0.31974i	0.72878-0.33308i
0.78348-0.22962i	0.78047-0.24212i	0.77746-0.25462i	0.77445-0.26712i	0.77144-0.27962i	0.76844-0.29212i	0.76534-0.30467i	0.76214-0.31727i	0.75895-0.32987i	0.75576-0.34247i	0.75257-0.35506i	0.74937-0.36766i	0.74602-0.38032i	0.74265-0.39298i
0.7852-0.29773i	0.78264-0.30965i	0.78008-0.32157i	0.77752-0.33349i	0.77496-0.34542i	0.7724-0.35734i	0.76974-0.3693i	0.76699-0.38129i	0.76423-0.39329i	0.76148-0.40528i	0.75873-0.41728i	0.75597-0.42927i	0.75305-0.4413i	0.7501-0.45334i
0.77909-0.36374i	0.77707-0.37516i	0.77506-0.38659i	0.77304-0.39801i	0.77102-0.40943i	0.76901-0.42085i	0.7669-0.4323i	0.76468-0.44377i	0.76246-0.45523i	0.76024-0.4667i	0.75802-0.47817i	0.7558-0.48964i	0.75341-0.50112i	0.75099-0.5126i
0.76599-0.4259i	0.76459-0.43692i	0.76319-0.44793i	0.7618-0.45894i	0.7604-0.46995i	0.759-0.48097i	0.7575-0.49199i	0.75589-0.50302i	0.75429-0.51405i	0.75268-0.52508i	0.75108-0.53611i	0.74947-0.54714i	0.74768-0.55816i	0.74587-0.56918i
0.74742-0.48285i	0.74669-0.49355i	0.74596-0.50425i	0.74523-0.51496i	0.7445-0.52566i	0.74377-0.53636i	0.74294-0.54706i	0.742-0.55775i	0.74106-0.56844i	0.74013-0.57913i	0.73919-0.58982i	0.73825-0.60051i	0.73712-0.61117i	0.73597-0.62182i
0.72531-0.53395i	0.72528-0.54444i	0.72525-0.55493i	0.72522-0.56542i	0.7252-0.57591i	0.72517-0.5864i	0.72504-0.59687i	0.72481-0.60733i	0.72457-0.61778i	0.72434-0.62823i	0.7241-0.63869i	0.72387-0.64914i	0.72344-0.65954i	0.72299-0.66992i
0.70167-0.57945i	0.70236-0.58983i	0.70305-0.60021i	0.70374-0.61059i	0.70443-0.62096i	0.70512-0.63134i	0.70571-0.64169i	0.70619-0.652i	0.70668-0.66232i	0.70716-0.67264i	0.70765-0.68295i	0.70814-0.69327i	0.70843-0.7035i	0.7087-0.71373i
0.67813-0.62043i	0.67954-0.63079i	0.68095-0.64115i	0.68236-0.65152i	0.68377-0.66188i	0.68517-0.67225i	0.68649-0.68257i	0.68769-0.69285i	0.6889-0.70312i	0.69011-0.7134i	0.69132-0.72368i	0.69253-0.73396i	0.69355-0.74413i	0.69455-0.75429i
0.65561-0.65855i	0.65773-0.66899i	0.65984-0.67944i	0.66195-0.68989i	0.66406-0.70033i	0.66618-0.71078i	0.66819-0.72117i	0.67011-0.73151i	0.67203-0.74185i	0.67395-0.75218i	0.67587-0.76252i	0.67779-0.77286i	0.67953-0.78307i	0.68124-0.79326i
0.63406-0.69568i	0.63685-0.70631i	0.63964-0.71693i	0.64243-0.72755i	0.64522-0.73817i	0.64801-0.7488i	0.65071-0.75935i	0.65332-0.76985i	0.65592-0.78034i	0.65853-0.79083i	0.66113-0.80132i	0.66374-0.81181i	0.66616-0.82215i	0.66857-0.83248i
0.6125-0.73343i	0.61593-0.74432i	0.61935-0.75521i	0.62277-0.76609i	0.6262-0.77698i	0.62962-0.78787i	0.63296-0.79869i	0.63621-0.80942i	0.63946-0.82016i	0.6427-0.83089i	0.64595-0.84163i	0.6492-0.85237i	0.65228-0.86294i	0.65533-0.87348i
0.58922-0.77269i	0.59322-0.78393i	0.59721-0.79517i	0.60121-0.80641i	0.60521-0.81764i	0.60921-0.82888i	0.61312-0.84004i	0.61696-0.8511i	0.62079-0.86217i	0.62462-0.87324i	0.62846-0.8843i	0.63229-0.89537i	0.63596-0.90625i	0.63961-0.9171i
0.56216-0.81342i	0.56666-0.82508i	0.57115-0.83674i	0.57564-0.8484i	0.58013-0.86006i	0.58463-0.87172i	0.58905-0.88329i	0.59339-0.89476i	0.59773-0.90623i	0.60207-0.9177i	0.60642-0.92917i	0.61076-0.94064i	0.61495-0.9519i	0.61912-0.96314i
0.52941-0.85454i	0.53431-0.86668i	0.5392-0.87882i	0.5441-0.89096i	0.549-0.9031i	0.55389-0.91524i	0.55872-0.92728i	0.56348-0.93921i	0.56824-0.95114i	0.573-0.96307i	0.57776-0.975i	0.58252-0.98693i	0.58714-0.99863i	0.59174-1.0103i
0.48964-0.89413i	0.49483-0.90678i	0.50003-0.91943i	0.50522-0.93209i	0.51041-0.94474i	0.5156-0.9574i	0.52074-0.96994i	0.52581-0.98236i	0.53089-0.99479i	0.53596-1.0072i	0.54103-1.0196i	0.5461-1.0321i	0.55105-1.0443i	0.55598-1.0564i
0.44242-0.92973i	0.4478-0.94291i	0.45318-0.95609i	0.45855-0.96926i	0.46393-0.98244i	0.46931-0.99562i	0.47464-1.0087i	0.47992-1.0216i	0.48519-1.0345i	0.49047-1.0475i	0.49575-1.0604i	0.50102-1.0733i	0.50619-1.086i	0.51135-1.0986i
0.38835-0.95887i	0.39381-0.97254i	0.39926-0.98622i	0.40472-0.9999i	0.41017-1.0136i	0.41562-1.0273i	0.42104-1.0408i	0.42641-1.0542i	0.43179-1.0677i	0.43716-1.0811i	0.44253-1.0945i	0.44791-1.1079i	0.45319-1.1211i	0.45846-1.1342i
0.32898-0.97941i	0.33441-0.99354i	0.33984-1.0077i	0.34527-1.0218i	0.3507-1.0359i	0.35613-1.0501i	0.36154-1.0641i	0.36691-1.0779i	0.37228-1.0918i	0.37766-1.1057i	0.38303-1.1195i	0.38841-1.1334i	0.39371-1.147i	0.39901-1.1605i
0.26649-0.98997i	0.27181-1.0045i	0.27714-1.019i	0.28247-1.0335i	0.2878-1.0481i	0.29313-1.0626i	0.29844-1.077i	0.30373-1.0912i	0.30903-1.1055i	0.31432-1.1197i	0.31962-1.1339i	0.32491-1.1482i	0.33016-1.1621i	0.33541-1.1761i
0.20332-0.99007i	0.20849-1.0049i	0.21366-1.0197i	0.21883-1.0345i	0.224-1.0494i	0.22917-1.0642i	0.23433-1.0789i	0.23949-1.0934i	0.24466-1.108i	0.24982-1.1225i	0.25498-1.1371i	0.26015-1.1516i	0.26529-1.1658i	0.27042-1.1801i
0.14178-0.98004i	0.14676-0.99508i	0.15174-1.0101i	0.15673-1.0252i	0.16171-1.0402i	0.16669-1.0552i	0.17169-1.0701i	0.17669-1.0849i	0.18169-1.0997i	0.18669-1.1144i	0.1917-1.1292i	0.1967-1.1439i	0.2017-1.1584i	0.20671-1.1728i
0.083698-0.96088i	0.088495-0.97605i	0.093291-0.99122i	0.098088-1.0064i	0.10288-1.0216i	0.10768-1.0367i	0.1125-1.0517i	0.11734-1.0666i	0.12218-1.0815i	0.12702-1.0964i	0.13187-1.1113i	0.13671-1.1262i	0.14157-1.1408i	0.14644-1.1553i
0.030311-0.93388i	0.034943-0.9491i	0.039575-0.96432i	0.044207-0.97953i	0.048839-0.99475i	0.053471-1.01i	0.058136-1.0251i	0.062839-1.04i	0.067541-1.0549i	0.072243-1.0699i	0.076945-1.0848i	0.081647-1.0998i	0.086395-1.1144i	0.091151-1.1291i
-0.017743-0.90029i	-0.013236-0.9155i	-0.0087291-0.93071i	-0.0042222-0.94592i	0.00028462-0.96113i	0.0047915-0.97634i	0.0093434-0.99143i	0.013944-1.0064i	0.018544-1.0213i	0.023144-1.0363i	0.027744-1.0512i	0.032344-1.0662i	0.037012-1.0808i	0.041689-1.0955i
-0.060212-0.8611i	-0.05578-0.87627i	-0.051349-0.89143i	-0.046918-0.90659i	-0.042486-0.92175i	-0.038055-0.93692i	-0.033568-0.95196i	-0.029023-0.96687i	-0.024477-0.98179i	-0.019931-0.9967i	-0.015386-1.0116i	-0.01084-1.0265i	-0.0062086-1.0412i	-0.0015649-1.0558i
-0.096954-0.81693i	-0.092545-0.83202i	-0.088136-0.84712i	-0.083727-0.86221i	-0.079318-0.8773i	-0.074909-0.8924i	-0.070437-0.90738i	-0.065895-0.92224i	-0.061354-0.9371i	-0.056813-0.95196i	-0.052271-0.96683i	-0.04773-0.98169i	-0.043086-0.9963i	-0.038429-1.0109i
-0.12766-0.76809i	-0.12322-0.78311i	-0.11878-0.79813i	-0.11435-0.81315i	-0.10991-0.82816i	-0.10547-0.84318i	-0.10096-0.8581i	-0.096377-0.87291i	-0.091791-0.88771i	-0.087206-0.90252i	-0.082621-0.91733i	-0.078036-0.93214i	-0.073336-0.94671i	-0.068619-0.96126i
-0.15166-0.71482i	-0.14715-0.72977i	-0.14264-0.74472i	-0.13812-0.75968i	-0.13361-0.77463i	-0.1291-0.78959i	-0.12451-0.80445i	-0.11984-0.81921i	-0.11517-0.83397i	-0.1105-0.84874i	-0.10582-0.8635i	-0.10115-0.87826i	-0.096355-0.89282i	-0.09154-0.90734i
-0.16791-0.65759i	-0.16329-0.6725i	-0.15866-0.6874i	-0.15404-0.70231i	-0.14941-0.71722i	-0.14478-0.73213i	-0.14008-0.74695i	-0.13528-0.76169i	-0.13049-0.77643i	-0.12569-0.79117i	-0.1209-0.80591i	-0.1161-0.82065i	-0.11118-0.8352i	-0.10623-0.84972i
-0.17515-0.59738i	-0.17038-0.61227i	-0.16561-0.62716i	-0.16083-0.64205i	-0.15606-0.65694i	-0.15129-0.67183i	-0.14643-0.68664i	-0.14148-0.70139i	-0.13654-0.71613i	-0.13159-0.73087i	-0.12664-0.74561i	-0.1217-0.76036i	-0.11661-0.77493i	-0.11151-0.78948i
-0.17218-0.53587i	-0.16724-0.55077i	-0.16229-0.56567i	-0.15734-0.58057i	-0.15239-0.59547i	-0.14744-0.61038i	-0.14241-0.62522i	-0.13729-0.64i	-0.13216-0.65478i	-0.12704-0.66956i	-0.12192-0.68434i	-0.11679-0.69912i	-0.11153-0.71374i	-0.10626-0.72835i
-0.15827-0.47536i	-0.15312-0.49032i	-0.14798-0.50527i	-0.14283-0.52023i	-0.13769-0.53519i	-0.13254-0.55015i	-0.12731-0.56505i	-0.122-0.57991i	-0.11668-0.59477i	-0.11136-0.60962i	-0.10604-0.62448i	-0.10073-0.63933i	-0.095273-0.65406i	-0.089801-0.66877i
-0.13347-0.41866i	-0.12811-0.43372i	-0.12275-0.44878i	-0.1174-0.46384i	-0.11204-0.4789i	-0.10668-0.49396i	-0.10125-0.50899i	-0.095721-0.52397i	-0.090197-0.53895i	-0.084673-0.55393i	-0.079149-0.56891i	-0.073625-0.58389i	-0.067971-0.59876i	-0.062298-0.61361i
-0.098874-0.36865i	-0.093299-0.38387i	-0.087725-0.39909i	-0.08215-0.41431i	-0.076575-0.42954i	-0.071001-0.44476i	-0.06535-0.45995i	-0.059617-0.47511i	-0.053884-0.49027i	-0.048151-0.50544i	-0.042418-0.5206i	-0.036685-0.53576i	-0.030829-0.55082i	-0.024956-0.56587i
-0.056627-0.32783i	-0.050843-0.34328i	-0.045059-0.35873i	-0.039275-0.37418i	-0.033491-0.38963i	-0.027707-0.40508i	-0.021852-0.42051i	-0.01592-0.43591i	-0.0099889-0.45132i	-0.0040573-0.46672i	0.0018743-0.48213i	0.0078058-0.49753i	0.013851-0.51286i	0.019911-0.52817i
-0.0097345-0.2979i	-0.003767-0.31365i	0.0022005-0.3294i	0.0081681-0.34515i	0.014136-0.36089i	0.020103-0.37664i	0.026136-0.39237i	0.032238-0.40809i	0.038341-0.42381i	0.044443-0.43953i	0.050546-0.45525i	0.056648-0.47096i	0.062853-0.48661i	0.069071-0.50225i
0.038322-0.27941i	0.044426-0.29553i	0.050529-0.31165i	0.056633-0.32776i	0.062737-0.34388i	0.068841-0.36i	0.075003-0.37611i	0.081228-0.39221i	0.087453-0.4083i	0.093678-0.4244i	0.099904-0.4405i	0.10613-0.4566i	0.11244-0.47264i	0.11877-0.48867i
0.084083-0.27164i	0.090253-0.28819i	0.096423-0.30475i	0.10259-0.3213i	0.10876-0.33785i	0.11493-0.3544i	0.12115-0.37095i	0.12743-0.38749i	0.13371-0.40403i	0.13998-0.42058i	0.14626-0.43712i	0.15254-0.45366i	0.15889-0.47015i	0.16526-0.48663i
0.12462-0.27273i	0.13077-0.28977i	0.13691-0.3068i	0.14305-0.32384i	0.1492-0.34088i	0.15534-0.35791i	0.16153-0.37495i	0.16776-0.39198i	0.174-0.40901i	0.18024-0.42605i	0.18647-0.44308i	0.19271-0.46011i	0.19901-0.4771i	0.20533-0.49407i
0.15796-0.27997i	0.16396-0.29752i	0.16997-0.31507i	0.17597-0.33262i	0.18198-0.35017i	0.18799-0.36772i	0.19403-0.38527i	0.20012-0.40282i	0.20621-0.42037i	0.21229-0.43792i	0.21838-0.45547i	0.22447-0.47302i	0.23061-0.49052i	0.23676-0.50802i
0.18326-0.29029i	0.18901-0.30836i	0.19476-0.32642i	0.20051-0.34449i	0.20625-0.36255i	0.212-0.38062i	0.21778-0.39868i	0.2236-0.41675i	0.22942-0.43482i	0.23524-0.45288i	0.24105-0.47095i	0.24687-0.48902i	0.25274-0.50703i	0.25861-0.52504i
0.20088-0.30077i	0.20625-0.31932i	0.21161-0.33787i	0.21697-0.35642i	0.22234-0.37497i	0.2277-0.39351i	0.2331-0.41207i	0.23853-0.43062i	0.24395-0.44917i	0.24938-0.46772i	0.25481-0.48627i	0.26024-0.50483i	0.26571-0.52333i	0.27118-0.54182i
0.21208-0.30901i	0.21695-0.32799i	0.22182-0.34696i	0.22668-0.36593i	0.23155-0.38491i	0.23641-0.40388i	0.24131-0.42286i	0.24623-0.44184i	0.25115-0.46081i	0.25607-0.47979i	0.261-0.49877i	0.26592-0.51775i	0.27088-0.53668i	0.27585-0.5556i
0.21872-0.31348i	0.22299-0.3328i	0.22725-0.35211i	0.23152-0.37142i	0.23578-0.39074i	0.24005-0.41005i	0.24434-0.42936i	0.24866-0.44868i	0.25298-0.468i	0.2573-0.48732i	0.26162-0.50663i	0.26593-0.52595i	0.27029-0.54522i	0.27465-0.56448i
0.22278-0.31353i	0.22636-0.33308i	0.22995-0.35262i	0.23354-0.37217i	0.23713-0.39171i	0.24071-0.41126i	0.24432-0.43081i	0.24796-0.45036i	0.2516-0.46991i	0.25523-0.48946i	0.25887-0.50902i	0.26251-0.52857i	0.26618-0.54808i	0.26985-0.56758i
0.22601-0.30927i	0.22886-0.32893i	0.23172-0.34859i	0.23457-0.36825i	0.23743-0.3879i	0.24028-0.40756i	0.24316-0.42723i	0.24606-0.4469i	0.24896-0.46656i	0.25186-0.48623i	0.25476-0.5059i	0.25766-0.52557i	0.26059-0.5452i	0.26353-0.56482i
0.22969-0.30129i	0.23179-0.32094i	0.23388-0.34059i	0.23597-0.36023i	0.23807-0.37988i	0.24016-0.39953i	0.24227-0.41918i	0.24441-0.43885i	0.24655-0.45851i	0.24868-0.47818i	0.25082-0.49784i	0.25296-0.5175i	0.25513-0.53713i	0.2573-0.55676i
0.23457-0.29033i	0.2359-0.30985i	0.23722-0.32936i	0.23855-0.34887i	0.23988-0.36838i	0.24121-0.3879i	0.24255-0.40742i	0.24392-0.42696i	0.24529-0.4465i	0.24665-0.46604i	0.24802-0.48558i	0.24939-0.50512i	0.25078-0.52463i	0.25219-0.54413i
0.24096-0.277i	0.24154-0.29627i	0.24211-0.31553i	0.24269-0.33479i	0.24326-0.35405i	0.24384-0.37331i	0.24443-0.39259i	0.24504-0.41189i	0.24565-0.43118i	0.24626-0.45048i	0.24687-0.46978i	0.24748-0.48908i	0.24812-0.50835i	0.24877-0.52763i
0.249-0.26161i	0.24886-0.28051i	0.24871-0.29941i	0.24857-0.31831i	0.24842-0.33721i	0.24828-0.35611i	0.24814-0.37504i	0.24803-0.39398i	0.24791-0.41293i	0.24779-0.43188i	0.24768-0.45082i	0.24756-0.46977i	0.24747-0.48871i	0.24738-0.50764i
0.25891-0.24417i	0.25809-0.2626i	0.25727-0.28104i	0.25645-0.29948i	0.25563-0.31792i	0.2548-0.33636i	0.25399-0.35482i	0.25319-0.37331i	0.25239-0.39181i	0.25158-0.4103i	0.25078-0.4288i	0.24998-0.44729i	0.2492-0.46579i	0.24841-0.48428i
0.27123-0.22456i	0.26979-0.24244i	0.26834-0.26032i	0.2669-0.2782i	0.26546-0.29608i	0.26401-0.31396i	0.26257-0.33187i	0.26114-0.34982i	0.2597-0.36777i	0.25827-0.38572i	0.25683-0.40366i	0.2554-0.42161i	0.25398-0.43957i	0.25255-0.45753i
0.28687-0.20282i	0.28487-0.22006i	0.28287-0.23729i	0.28088-0.25453i	0.27888-0.27176i	0.27688-0.28899i	0.27488-0.30627i	0.27288-0.32358i	0.27088-0.34089i	0.26887-0.3582i	0.26687-0.37552i	0.26487-0.39283i	0.26287-0.41017i	0.26086-0.42751i
0.30706-0.17941i	0.30458-0.19592i	0.30211-0.21243i	0.29964-0.22894i	0.29716-0.24545i	0.29469-0.26196i	0.29221-0.27851i	0.28971-0.29511i	0.28722-0.3117i	0.28473-0.3283i	0.28224-0.34489i	0.27974-0.36149i	0.27724-0.37812i	0.27473-0.39476i
0.33305-0.15544i	0.3302-0.17115i	0.32734-0.18686i	0.32449-0.20258i	0.32163-0.21829i	0.31878-0.234i	0.3159-0.24976i	0.31301-0.26557i	0.31012-0.28138i	0.30722-0.29719i	0.30433-0.313i	0.30144-0.3288i	0.29851-0.34466i	0.29559-0.36051i
0.36582-0.13269i	0.36269-0.14755i	0.35955-0.16242i	0.35642-0.17728i	0.35329-0.19214i	0.35016-0.207i	0.347-0.22191i	0.34381-0.23687i	0.34062-0.25183i	0.33743-0.2668i	0.33424-0.28176i	0.33105-0.29672i	0.32782-0.31173i	0.32458-0.32675i
